,player_pos,collision,current_direction,current_drift,level_done,input_noise_magnitude,input_noise_threshold,visible_obstacles,visible_drift_tiles
922,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([837, 120]), array([739, 260]), array([529, 274]), array([459, 330]), array([585, 400]), array([767, 428]), array([683, 512]), array([557, 554]), array([851, 806]), array([473, 806])]]","[[array([944,   8]), array([267, 330])]]"
923,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([846, 110]), array([748, 250]), array([538, 264]), array([468, 320]), array([594, 390]), array([776, 418]), array([692, 502]), array([566, 544]), array([860, 796]), array([482, 796])]]","[[array([276, 320])]]"
924,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([855, 100]), array([757, 240]), array([547, 254]), array([477, 310]), array([603, 380]), array([785, 408]), array([701, 492]), array([575, 534]), array([869, 786]), array([491, 786])]]","[[array([285, 310])]]"
925,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([864,  90]), array([766, 230]), array([556, 244]), array([486, 300]), array([612, 370]), array([794, 398]), array([710, 482]), array([584, 524]), array([878, 776]), array([500, 776])]]","[[array([294, 300])]]"
926,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([873,  80]), array([775, 220]), array([565, 234]), array([495, 290]), array([621, 360]), array([803, 388]), array([719, 472]), array([593, 514]), array([887, 766]), array([509, 766])]]","[[array([303, 290])]]"
927,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([882,  70]), array([784, 210]), array([574, 224]), array([504, 280]), array([630, 350]), array([812, 378]), array([728, 462]), array([602, 504]), array([896, 756]), array([518, 756])]]","[[array([312, 280])]]"
928,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([891,  60]), array([793, 200]), array([583, 214]), array([513, 270]), array([639, 340]), array([821, 368]), array([737, 452]), array([611, 494]), array([905, 746]), array([527, 746])]]","[[array([321, 270])]]"
929,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([900,  50]), array([802, 190]), array([592, 204]), array([522, 260]), array([648, 330]), array([830, 358]), array([746, 442]), array([620, 484]), array([914, 736]), array([536, 736])]]","[[array([330, 260])]]"
930,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([909,  40]), array([811, 180]), array([601, 194]), array([531, 250]), array([657, 320]), array([839, 348]), array([755, 432]), array([629, 474]), array([923, 726]), array([545, 726])]]","[[array([339, 250])]]"
931,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([909,  30]), array([811, 170]), array([601, 184]), array([531, 240]), array([657, 310]), array([839, 338]), array([755, 422]), array([629, 464]), array([923, 716]), array([545, 716])]]","[[array([339, 240])]]"
932,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([909,  20]), array([811, 160]), array([601, 174]), array([531, 230]), array([657, 300]), array([839, 328]), array([755, 412]), array([629, 454]), array([923, 706]), array([545, 706])]]","[[array([339, 230])]]"
933,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([909,  10]), array([811, 150]), array([601, 164]), array([531, 220]), array([657, 290]), array([839, 318]), array([755, 402]), array([629, 444]), array([923, 696]), array([545, 696])]]","[[array([339, 220])]]"
934,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([909,   0]), array([811, 140]), array([601, 154]), array([531, 210]), array([657, 280]), array([839, 308]), array([755, 392]), array([629, 434]), array([923, 686]), array([545, 686])]]","[[array([339, 210])]]"
935,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([811, 130]), array([601, 144]), array([531, 200]), array([657, 270]), array([839, 298]), array([755, 382]), array([629, 424]), array([923, 676]), array([545, 676])]]","[[array([339, 200])]]"
936,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([811, 120]), array([601, 134]), array([531, 190]), array([657, 260]), array([839, 288]), array([755, 372]), array([629, 414]), array([923, 666]), array([545, 666])]]","[[array([339, 190])]]"
937,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([801, 110]), array([591, 124]), array([521, 180]), array([647, 250]), array([829, 278]), array([745, 362]), array([619, 404]), array([913, 656]), array([535, 656])]]","[[array([329, 180])]]"
938,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([791, 100]), array([581, 114]), array([511, 170]), array([637, 240]), array([819, 268]), array([735, 352]), array([609, 394]), array([903, 646]), array([525, 646])]]","[[array([319, 170])]]"
939,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([781,  90]), array([571, 104]), array([501, 160]), array([627, 230]), array([809, 258]), array([725, 342]), array([599, 384]), array([893, 636]), array([515, 636])]]","[[array([309, 160])]]"
940,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([771,  80]), array([561,  94]), array([491, 150]), array([617, 220]), array([799, 248]), array([715, 332]), array([589, 374]), array([883, 626]), array([505, 626])]]","[[array([299, 150])]]"
941,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([761,  70]), array([551,  84]), array([481, 140]), array([607, 210]), array([789, 238]), array([705, 322]), array([579, 364]), array([873, 616]), array([495, 616])]]","[[array([289, 140])]]"
942,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([751,  60]), array([541,  74]), array([471, 130]), array([597, 200]), array([779, 228]), array([695, 312]), array([569, 354]), array([863, 606]), array([485, 606])]]","[[array([279, 130])]]"
943,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([751,  50]), array([541,  64]), array([471, 120]), array([597, 190]), array([779, 218]), array([695, 302]), array([569, 344]), array([863, 596]), array([485, 596])]]","[[array([279, 120])]]"
944,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([751,  40]), array([541,  54]), array([471, 110]), array([597, 180]), array([779, 208]), array([695, 292]), array([569, 334]), array([863, 586]), array([485, 586])]]","[[array([279, 110])]]"
945,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([751,  30]), array([541,  44]), array([471, 100]), array([597, 170]), array([779, 198]), array([695, 282]), array([569, 324]), array([863, 576]), array([485, 576])]]","[[array([279, 100])]]"
946,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([751,  20]), array([541,  34]), array([471,  90]), array([597, 160]), array([779, 188]), array([695, 272]), array([569, 314]), array([863, 566]), array([485, 566])]]","[[array([279,  90]), array([956, 832])]]"
947,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([751,  10]), array([541,  24]), array([471,  80]), array([597, 150]), array([779, 178]), array([695, 262]), array([569, 304]), array([863, 556]), array([485, 556])]]","[[array([279,  80]), array([956, 822])]]"
948,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([751,   0]), array([541,  14]), array([471,  70]), array([597, 140]), array([779, 168]), array([695, 252]), array([569, 294]), array([863, 546]), array([485, 546]), array([863, 840])]]","[[array([279,  70]), array([956, 812])]]"
949,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([541,   4]), array([471,  60]), array([597, 130]), array([779, 158]), array([695, 242]), array([569, 284]), array([863, 536]), array([485, 536]), array([863, 830])]]","[[array([279,  60]), array([956, 802])]]"
950,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([471,  50]), array([597, 120]), array([779, 148]), array([695, 232]), array([569, 274]), array([863, 526]), array([485, 526]), array([863, 820])]]","[[array([279,  50]), array([956, 792])]]"
951,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([471,  40]), array([597, 110]), array([779, 138]), array([695, 222]), array([569, 264]), array([863, 516]), array([485, 516]), array([863, 810]), array([513, 838])]]","[[array([279,  40]), array([956, 782])]]"
952,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([471,  30]), array([597, 100]), array([779, 128]), array([695, 212]), array([569, 254]), array([863, 506]), array([485, 506]), array([863, 800]), array([513, 828])]]","[[array([279,  30]), array([956, 772])]]"
953,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([471,  20]), array([597,  90]), array([779, 118]), array([695, 202]), array([569, 244]), array([863, 496]), array([485, 496]), array([863, 790]), array([513, 818])]]","[[array([279,  20]), array([956, 762])]]"
954,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([471,  10]), array([597,  80]), array([779, 108]), array([695, 192]), array([569, 234]), array([863, 486]), array([485, 486]), array([863, 780]), array([513, 808])]]","[[array([279,  10]), array([956, 752])]]"
955,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([471,   0]), array([597,  70]), array([779,  98]), array([695, 182]), array([569, 224]), array([863, 476]), array([485, 476]), array([863, 770]), array([513, 798])]]","[[array([279,   0]), array([956, 742])]]"
956,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([597,  60]), array([779,  88]), array([695, 172]), array([569, 214]), array([863, 466]), array([485, 466]), array([863, 760]), array([513, 788])]]","[[array([956, 732])]]"
957,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([597,  50]), array([779,  78]), array([695, 162]), array([569, 204]), array([863, 456]), array([485, 456]), array([863, 750]), array([513, 778])]]","[[array([956, 722])]]"
958,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([597,  40]), array([779,  68]), array([695, 152]), array([569, 194]), array([863, 446]), array([485, 446]), array([863, 740]), array([513, 768])]]","[[array([956, 712])]]"
959,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([597,  30]), array([779,  58]), array([695, 142]), array([569, 184]), array([863, 436]), array([485, 436]), array([863, 730]), array([513, 758])]]","[[array([956, 702])]]"
960,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([597,  20]), array([779,  48]), array([695, 132]), array([569, 174]), array([863, 426]), array([485, 426]), array([863, 720]), array([513, 748])]]","[[array([956, 692])]]"
961,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([597,  10]), array([779,  38]), array([695, 122]), array([569, 164]), array([863, 416]), array([485, 416]), array([863, 710]), array([513, 738])]]","[[array([956, 682])]]"
962,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([597,   0]), array([779,  28]), array([695, 112]), array([569, 154]), array([863, 406]), array([485, 406]), array([863, 700]), array([513, 728])]]","[[array([956, 672])]]"
963,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([779,  18]), array([695, 102]), array([569, 144]), array([863, 396]), array([485, 396]), array([863, 690]), array([513, 718])]]","[[array([956, 662])]]"
964,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([788,   8]), array([704,  92]), array([578, 134]), array([872, 386]), array([494, 386]), array([872, 680]), array([522, 708])]]","[[array([965, 652]), array([288, 834])]]"
965,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([713,  82]), array([587, 124]), array([881, 376]), array([503, 376]), array([881, 670]), array([531, 698])]]","[[array([974, 642]), array([297, 824])]]"
966,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([722,  72]), array([596, 114]), array([890, 366]), array([512, 366]), array([890, 660]), array([540, 688])]]","[[array([983, 632]), array([306, 814])]]"
967,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([731,  62]), array([605, 104]), array([899, 356]), array([521, 356]), array([899, 650]), array([549, 678])]]","[[array([992, 622]), array([315, 804])]]"
968,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([731,  52]), array([605,  94]), array([899, 346]), array([521, 346]), array([899, 640]), array([549, 668])]]","[[array([992, 612]), array([315, 794])]]"
969,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([731,  42]), array([605,  84]), array([899, 336]), array([521, 336]), array([899, 630]), array([549, 658])]]","[[array([992, 602]), array([315, 784])]]"
970,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([731,  32]), array([605,  74]), array([899, 326]), array([521, 326]), array([899, 620]), array([549, 648])]]","[[array([992, 592]), array([315, 774])]]"
971,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([731,  22]), array([605,  64]), array([899, 316]), array([521, 316]), array([899, 610]), array([549, 638])]]","[[array([992, 582]), array([315, 764])]]"
972,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([731,  12]), array([605,  54]), array([899, 306]), array([521, 306]), array([899, 600]), array([549, 628])]]","[[array([992, 572]), array([315, 754])]]"
973,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([731,   2]), array([605,  44]), array([899, 296]), array([521, 296]), array([899, 590]), array([549, 618])]]","[[array([992, 562]), array([315, 744])]]"
974,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([605,  34]), array([899, 286]), array([521, 286]), array([899, 580]), array([549, 608])]]","[[array([992, 552]), array([315, 734])]]"
975,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([605,  24]), array([899, 276]), array([521, 276]), array([899, 570]), array([549, 598])]]","[[array([992, 542]), array([315, 724])]]"
976,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([605,  14]), array([899, 266]), array([521, 266]), array([899, 560]), array([549, 588])]]","[[array([992, 532]), array([315, 714])]]"
977,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([605,   4]), array([899, 256]), array([521, 256]), array([899, 550]), array([549, 578])]]","[[array([992, 522]), array([315, 704])]]"
978,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([899, 246]), array([521, 246]), array([899, 540]), array([549, 568])]]","[[array([992, 512]), array([315, 694])]]"
979,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([899, 236]), array([521, 236]), array([899, 530]), array([549, 558])]]","[[array([992, 502]), array([315, 684])]]"
980,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([899, 226]), array([521, 226]), array([899, 520]), array([549, 548])]]","[[array([992, 492]), array([315, 674])]]"
981,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([899, 216]), array([521, 216]), array([899, 510]), array([549, 538])]]","[[array([992, 482]), array([315, 664])]]"
982,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([899, 206]), array([521, 206]), array([899, 500]), array([549, 528]), array([689, 836])]]","[[array([992, 472]), array([315, 654])]]"
983,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([899, 196]), array([521, 196]), array([899, 490]), array([549, 518]), array([689, 826])]]","[[array([992, 462]), array([315, 644])]]"
984,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([903, 186]), array([525, 186]), array([903, 480]), array([553, 508]), array([693, 816])]]","[[array([996, 452]), array([319, 634])]]"
985,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([907, 176]), array([529, 176]), array([907, 470]), array([557, 498]), array([697, 806])]]","[[array([1000,  442]), array([323, 624])]]"
986,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([911, 166]), array([533, 166]), array([911, 460]), array([561, 488]), array([701, 796])]]","[[array([1004,  432]), array([327, 614])]]"
987,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([915, 156]), array([537, 156]), array([915, 450]), array([565, 478]), array([705, 786])]]","[[array([1008,  422]), array([331, 604])]]"
988,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([919, 146]), array([541, 146]), array([919, 440]), array([569, 468]), array([709, 776])]]","[[array([1012,  412]), array([335, 594])]]"
989,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([923, 136]), array([545, 136]), array([923, 430]), array([573, 458]), array([713, 766])]]","[[array([1016,  402]), array([339, 584])]]"
990,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([927, 126]), array([549, 126]), array([927, 420]), array([577, 448]), array([717, 756])]]","[[array([1020,  392]), array([343, 574])]]"
991,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([931, 116]), array([553, 116]), array([931, 410]), array([581, 438]), array([721, 746])]]","[[array([1024,  382]), array([347, 564])]]"
992,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([935, 106]), array([557, 106]), array([935, 400]), array([585, 428]), array([725, 736])]]","[[array([1028,  372]), array([351, 554])]]"
993,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([939,  96]), array([561,  96]), array([939, 390]), array([589, 418]), array([729, 726])]]","[[array([1032,  362]), array([355, 544])]]"
994,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  86]), array([565,  86]), array([943, 380]), array([593, 408]), array([733, 716])]]","[[array([1036,  352]), array([359, 534])]]"
995,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  76]), array([565,  76]), array([943, 370]), array([593, 398]), array([733, 706])]]","[[array([1036,  342]), array([359, 524])]]"
996,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  66]), array([565,  66]), array([943, 360]), array([593, 388]), array([733, 696])]]","[[array([1036,  332]), array([359, 514])]]"
997,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  56]), array([565,  56]), array([943, 350]), array([593, 378]), array([733, 686])]]","[[array([1036,  322]), array([359, 504])]]"
998,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  46]), array([565,  46]), array([943, 340]), array([593, 368]), array([733, 676])]]","[[array([1036,  312]), array([359, 494])]]"
999,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  36]), array([565,  36]), array([943, 330]), array([593, 358]), array([733, 666])]]","[[array([1036,  302]), array([359, 484])]]"
1000,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  26]), array([565,  26]), array([943, 320]), array([593, 348]), array([733, 656])]]","[[array([1036,  292]), array([359, 474]), array([359, 838])]]"
1001,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([943,  16]), array([565,  16]), array([943, 310]), array([593, 338]), array([733, 646])]]","[[array([1036,  282]), array([359, 464]), array([359, 828])]]"
1002,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([938,   6]), array([560,   6]), array([938, 300]), array([588, 328]), array([728, 636])]]","[[array([1031,  272]), array([354, 454]), array([354, 818])]]"
1003,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([933, 290]), array([583, 318]), array([723, 626])]]","[[array([1026,  262]), array([349, 444]), array([349, 808])]]"
1004,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([928, 280]), array([578, 308]), array([718, 616])]]","[[array([1021,  252]), array([344, 434]), array([344, 798])]]"
1005,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([923, 270]), array([573, 298]), array([713, 606])]]","[[array([1016,  242]), array([339, 424]), array([339, 788])]]"
1006,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([918, 260]), array([568, 288]), array([708, 596])]]","[[array([1011,  232]), array([334, 414]), array([334, 778])]]"
1007,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([922, 250]), array([572, 278]), array([712, 586])]]","[[array([1015,  222]), array([338, 404]), array([338, 768])]]"
1008,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([926, 240]), array([576, 268]), array([716, 576])]]","[[array([1019,  212]), array([342, 394]), array([342, 758])]]"
1009,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([930, 230]), array([580, 258]), array([720, 566])]]","[[array([1023,  202]), array([346, 384]), array([346, 748])]]"
1010,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([934, 220]), array([584, 248]), array([724, 556])]]","[[array([1027,  192]), array([350, 374]), array([350, 738])]]"
1011,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([938, 210]), array([588, 238]), array([728, 546])]]","[[array([1031,  182]), array([354, 364]), array([354, 728])]]"
1012,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([942, 200]), array([592, 228]), array([732, 536])]]","[[array([1035,  172]), array([358, 354]), array([358, 718])]]"
1013,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([946, 190]), array([596, 218]), array([736, 526])]]","[[array([1039,  162]), array([362, 344]), array([362, 708])]]"
1014,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([955, 180]), array([605, 208]), array([745, 516])]]","[[array([1048,  152]), array([371, 334]), array([371, 698])]]"
1015,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 170]), array([614, 198]), array([754, 506])]]","[[array([1057,  142]), array([380, 324]), array([380, 688])]]"
1016,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 160]), array([614, 188]), array([754, 496])]]","[[array([1057,  132]), array([380, 314]), array([380, 678])]]"
1017,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 150]), array([614, 178]), array([754, 486])]]","[[array([1057,  122]), array([380, 304]), array([380, 668])]]"
1018,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 140]), array([614, 168]), array([754, 476])]]","[[array([1057,  112]), array([380, 294]), array([380, 658])]]"
1019,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 130]), array([614, 158]), array([754, 466])]]","[[array([1057,  102]), array([380, 284]), array([380, 648])]]"
1020,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 120]), array([614, 148]), array([754, 456])]]","[[array([1057,   92]), array([380, 274]), array([380, 638])]]"
1021,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 110]), array([614, 138]), array([754, 446])]]","[[array([1057,   82]), array([380, 264]), array([380, 628])]]"
1022,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964, 100]), array([614, 128]), array([754, 436])]]","[[array([1057,   72]), array([380, 254]), array([380, 618])]]"
1023,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  90]), array([614, 118]), array([754, 426])]]","[[array([1057,   62]), array([380, 244]), array([380, 608])]]"
1024,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  80]), array([614, 108]), array([754, 416])]]","[[array([1057,   52]), array([380, 234]), array([380, 598])]]"
1025,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  70]), array([614,  98]), array([754, 406])]]","[[array([1057,   42]), array([380, 224]), array([380, 588])]]"
1026,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  60]), array([614,  88]), array([754, 396])]]","[[array([1057,   32]), array([380, 214]), array([380, 578])]]"
1027,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  50]), array([614,  78]), array([754, 386])]]","[[array([1057,   22]), array([380, 204]), array([380, 568])]]"
1028,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  40]), array([614,  68]), array([754, 376])]]","[[array([1057,   12]), array([380, 194]), array([380, 558])]]"
1029,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  30]), array([614,  58]), array([754, 366])]]","[[array([1057,    2]), array([380, 184]), array([380, 548])]]"
1030,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  20]), array([614,  48]), array([754, 356])]]","[[array([380, 174]), array([380, 538])]]"
1031,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,  10]), array([614,  38]), array([754, 346])]]","[[array([380, 164]), array([380, 528])]]"
1032,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([964,   0]), array([614,  28]), array([754, 336])]]","[[array([380, 154]), array([380, 518])]]"
1033,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([614,  18]), array([754, 326])]]","[[array([380, 144]), array([380, 508])]]"
1034,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([614,   8]), array([754, 316])]]","[[array([380, 134]), array([380, 498])]]"
1035,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([754, 306])]]","[[array([380, 124]), array([380, 488])]]"
1036,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([754, 296])]]","[[array([380, 114]), array([380, 478])]]"
1037,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([754, 286])]]","[[array([380, 104]), array([380, 468])]]"
1038,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([754, 276])]]","[[array([380,  94]), array([380, 458])]]"
1039,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([749, 266])]]","[[array([375,  84]), array([375, 448])]]"
1040,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([744, 256])]]","[[array([370,  74]), array([370, 438])]]"
1041,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([739, 246]), array([683, 834])]]","[[array([365,  64]), array([365, 428])]]"
1042,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([734, 236]), array([678, 824])]]","[[array([360,  54]), array([360, 418])]]"
1043,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([729, 226]), array([673, 814])]]","[[array([355,  44]), array([355, 408])]]"
1044,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([724, 216]), array([668, 804])]]","[[array([350,  34]), array([350, 398])]]"
1045,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([719, 206]), array([663, 794])]]","[[array([345,  24]), array([345, 388])]]"
1046,"[672, 422]",False,"[0.531439, 0]","[0, 0]",False,weak,"14700,0","[[array([714, 196]), array([658, 784])]]","[[array([340,  14]), array([340, 378])]]"
