,time_played,player_pos,collision,current_direction,current_drift,level_done,input_noise_magnitude,input_noise_threshold,visible_obstacles,visible_drift_tiles
98,"3,334049940109253","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 786])]]"
99,"3,3683528900146484","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 776])]]"
100,"3,402431011199951","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 766])]]"
101,"3,4367568492889404","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 756])]]"
102,"3,4708118438720703","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 746])]]"
103,"3,504934787750244","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 736])]]"
104,"3,5389039516448975","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 726])]]"
105,"3,5724408626556396","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 716])]]"
106,"3,606968879699707","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 706])]]"
107,"3,640401840209961","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 696]), array([1027,  836])]]"
108,"3,6747467517852783","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 686]), array([1027,  826])]]"
109,"3,7082159519195557","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 676]), array([1027,  816])]]"
110,"3,74251389503479","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 666]), array([1027,  806])]]"
111,"3,776740789413452","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 656]), array([1027,  796])]]"
112,"3,8098268508911133","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 646]), array([1027,  786])]]"
113,"3,843899965286255","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 636]), array([1027,  776])]]"
114,"3,8779938220977783","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 626]), array([1027,  766])]]"
115,"3,9120230674743652","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 616]), array([1027,  756])]]"
116,"3,9452579021453857","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 606]), array([1027,  746])]]"
117,"3,9791839122772217","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 596]), array([1027,  736])]]"
118,"4,013031959533691","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 586]), array([1027,  726])]]"
119,"4,047804832458496","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 576]), array([1027,  716])]]"
120,"4,080728769302368","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 566]), array([1027,  706])]]"
121,"4,114733695983887","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 556]), array([1027,  696])]]"
122,"4,149004936218262","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 546]), array([1027,  686])]]"
123,"4,182199001312256","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 536]), array([1027,  676])]]"
124,"4,216476917266846","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 526]), array([1027,  666])]]"
125,"4,250684976577759","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 516]), array([1027,  656])]]"
126,"4,2848451137542725","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 506]), array([1027,  646])]]"
127,"4,318128824234009","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 496]), array([1027,  636])]]"
128,"4,352962970733643","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 486]), array([1027,  626])]]"
129,"4,386092901229858","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 476]), array([1027,  616])]]"
130,"4,420918941497803","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 466]), array([1027,  606])]]"
131,"4,454984903335571","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([350, 456]), array([1027,  596])]]"
132,"4,488232851028442","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([345, 446]), array([1022,  586])]]"
133,"4,5222389698028564","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([340, 436]), array([1017,  576])]]"
134,"4,556508779525757","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([335, 426]), array([1012,  566])]]"
135,"4,5906758308410645","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([330, 416]), array([1007,  556])]]"
136,"4,624745845794678","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([325, 406]), array([1002,  546])]]"
137,"4,658873796463013","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([320, 396]), array([997, 536])]]"
138,"4,692173719406128","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([315, 386]), array([992, 526])]]"
139,"4,726162910461426","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([310, 376]), array([987, 516])]]"
140,"4,760504722595215","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([305, 366]), array([982, 506])]]"
141,"4,794716835021973","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([300, 356]), array([977, 496])]]"
142,"4,828111886978149","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([295, 346]), array([972, 486])]]"
143,"4,862189054489136","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([295, 336]), array([972, 476]), array([295, 840])]]"
144,"4,895405054092407","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([295, 326]), array([972, 466]), array([295, 830])]]"
145,"4,929174900054932","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([295, 316]), array([972, 456]), array([295, 820])]]"
146,"4,963183879852295","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([299, 306]), array([976, 446]), array([299, 810])]]"
147,"4,99748682975769","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([303, 296]), array([980, 436]), array([303, 800])]]"
148,"5,031939744949341","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([307, 286]), array([984, 426]), array([307, 790])]]"
149,"5,065526008605957","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([311, 276]), array([988, 416]), array([311, 780])]]"
150,"5,09973669052124","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([315, 266]), array([992, 406]), array([315, 770])]]"
151,"5,133080005645752","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([319, 256]), array([996, 396]), array([319, 760])]]"
152,"5,1674439907073975","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([323, 246]), array([1000,  386]), array([323, 750])]]"
153,"5,2017107009887695","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([327, 236]), array([1004,  376]), array([327, 740])]]"
154,"5,235854864120483","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([331, 226]), array([1008,  366]), array([331, 730])]]"
155,"5,269317865371704","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([335, 216]), array([1012,  356]), array([335, 720])]]"
156,"5,303287029266357","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 206]), array([1016,  346]), array([339, 710])]]"
157,"5,337739944458008","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 196]), array([1016,  336]), array([339, 700])]]"
158,"5,371953964233398","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 186]), array([1016,  326]), array([339, 690])]]"
159,"5,405298948287964","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 176]), array([1016,  316]), array([339, 680])]]"
160,"5,439485788345337","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 166]), array([1016,  306]), array([339, 670])]]"
161,"5,473710775375366","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 156]), array([1016,  296]), array([339, 660])]]"
162,"5,507913827896118","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 146]), array([1016,  286]), array([339, 650])]]"
163,"5,541997671127319","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 136]), array([1016,  276]), array([339, 640])]]"
164,"5,575254917144775","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 126]), array([1016,  266]), array([339, 630])]]"
165,"5,609121084213257","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 116]), array([1016,  256]), array([339, 620])]]"
166,"5,643247842788696","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339, 106]), array([1016,  246]), array([339, 610])]]"
167,"5,677670955657959","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  96]), array([1016,  236]), array([339, 600])]]"
168,"5,711863994598389","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  86]), array([1016,  226]), array([339, 590])]]"
169,"5,745142936706543","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  76]), array([1016,  216]), array([339, 580])]]"
170,"5,779263019561768","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  66]), array([1016,  206]), array([339, 570])]]"
171,"5,813482999801636","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  56]), array([1016,  196]), array([339, 560])]]"
172,"5,847393035888672","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  46]), array([1016,  186]), array([339, 550])]]"
173,"5,881200790405273","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  36]), array([1016,  176]), array([339, 540])]]"
174,"5,915995836257935","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  26]), array([1016,  166]), array([339, 530])]]"
175,"5,9493088722229","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,  16]), array([1016,  156]), array([339, 520])]]"
176,"5,9832518100738525","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([339,   6]), array([1016,  146]), array([339, 510])]]"
177,"6,017527103424072","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1016,  136]), array([339, 500])]]"
178,"6,051736116409302","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1016,  126]), array([339, 490])]]"
179,"6,085133790969849","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1016,  116]), array([339, 480])]]"
180,"6,119218826293945","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1016,  106]), array([339, 470])]]"
181,"6,153520822525024","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1016,   96]), array([339, 460])]]"
182,"6,187721014022827","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1011,   86]), array([334, 450])]]"
183,"6,221808910369873","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1006,   76]), array([329, 440])]]"
184,"6,255116939544678","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([1001,   66]), array([324, 430])]]"
185,"6,2899229526519775","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([996,  56]), array([319, 420])]]"
186,"6,323436975479126","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([991,  46]), array([314, 410])]]"
187,"6,357500791549683","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([986,  36]), array([309, 400])]]"
188,"6,391618967056274","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([981,  26]), array([304, 390])]]"
189,"6,42560887336731","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([976,  16]), array([299, 380])]]"
190,"6,459928750991821","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([971,   6]), array([294, 370])]]"
191,"6,493179798126221","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([289, 360])]]"
192,"6,528081893920898","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([284, 350])]]"
193,"6,562234878540039","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([284, 340])]]"
194,"6,5962889194488525","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([284, 330])]]"
195,"6,630385875701904","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([284, 320])]]"
196,"6,664689779281616","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([284, 310])]]"
197,"6,699436902999878","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([293, 300])]]"
198,"6,732671022415161","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([302, 290])]]"
199,"6,766808748245239","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([311, 280])]]"
200,"6,800931692123413","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([320, 270])]]"
201,"6,834472894668579","[672, 422]",False,"[0.517927, 0]","[0, 0]",False,weak,"14700,0",[[]],"[[array([320, 260])]]"
